title,vote_average,vote_count,genres
Ewoks: The Battle for Endor,5.4,43.0,['Adventure']
Heaven Help Us,6.9,18.0,"['Comedy', 'Drama', 'Romance']"
Mr. Vampire,5.8,18.0,"['Action', 'Comedy', 'Horror']"
Police Story,7.3,128.0,"['Action', 'Crime', 'Thriller']"
Mishima: A Life in Four Chapters,7.7,37.0,['Drama']
The Quiet Earth,6.7,160.0,"['Drama', 'Science Fiction', 'Thriller']"
Spies Like Us,5.9,180.0,"['Comedy', 'Adventure']"
The Stuff,5.8,91.0,"['Horror', 'Comedy', 'Science Fiction']"
Target,6.3,20.0,"['Drama', 'Action']"
The Unknown Soldier,6.4,13.0,"['Drama', 'War']"
Vision Quest,6.4,31.0,"['Drama', 'Romance']"
White Nights,6.2,30.0,"['Drama', 'Thriller']"
’Round Midnight,6.7,20.0,['Drama']
Asterix in Britain,6.8,142.0,"['Family', 'Animation', 'Adventure', 'Comedy']"
The Best of Times,6.0,20.0,['Comedy']
Club Paradise,4.3,20.0,"['Comedy', 'Drama', 'Romance']"
Dead End Drive-In,6.4,24.0,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']"
Flodder,6.6,32.0,['Comedy']
Ginger and Fred,6.6,16.0,"['Romance', 'Comedy', 'Drama']"
The Sacrifice,7.2,87.0,['Drama']
The Park is Mine,5.0,16.0,"['TV Movie', 'Action', 'Adventure', 'Drama']"
Solarbabies,5.1,12.0,['Science Fiction']
A Better Tomorrow,7.3,102.0,"['Action', 'Crime', 'Drama']"
Dragons Forever,7.2,41.0,"['Action', 'Comedy', 'Romance']"
G.I. Joe: The Movie,6.6,14.0,"['Animation', 'Action', 'Thriller', 'Science Fiction', 'Family']"
Hell Comes to Frogtown,5.7,29.0,"['Action', 'Comedy', 'Horror', 'Science Fiction']"
Where Is My Friend's House?,7.8,36.0,['Drama']
Law of Desire,7.2,37.0,"['Comedy', 'Drama', 'Romance']"
Malone,6.8,15.0,"['Action', 'Thriller']"
Pathfinder,7.3,24.0,['Adventure']
Prince of Darkness,6.6,192.0,['Horror']
A Chinese Ghost Story,7.2,59.0,"['Fantasy', 'Action']"
Street Smart,5.7,16.0,"['Thriller', 'Crime', 'Drama']"
The Whales of August,7.1,17.0,['Drama']
A Better Tomorrow II,7.0,48.0,"['Action', 'Crime', 'Thriller']"
Ashik Kerib,5.5,11.0,"['Drama', 'Music', 'Science Fiction']"
The Bourne Identity,6.1,28.0,"['Action', 'Drama', 'Mystery', 'Thriller']"
Cannibal Women in the Avocado Jungle of Death,4.4,12.0,"['Horror', 'Comedy', 'Adventure']"
Cobra Verde,6.6,28.0,"['Adventure', 'Drama']"
Dominick and Eugene,6.1,16.0,['Drama']
Jack's Back,5.8,13.0,"['Horror', 'Thriller']"
Killer Klowns from Outer Space,5.8,161.0,"['Comedy', 'Horror', 'Science Fiction']"
Moonwalker,6.0,126.0,"['Fantasy', 'Music']"
Alice,7.3,60.0,"['Animation', 'Comedy', 'Fantasy', 'Horror']"
Prison,6.7,27.0,"['Crime', 'Drama', 'Horror', 'Thriller']"
Landscape in the Mist,7.6,27.0,['Drama']
Life Is a Long Quiet River,6.8,74.0,['Comedy']
Kiki's Delivery Service,7.6,768.0,"['Animation', 'Adventure', 'Drama', 'Fantasy']"
Monsieur Hire,7.2,29.0,"['Crime', 'Drama']"
Moon 44,5.0,32.0,['Science Fiction']
Prime Suspect,7.5,19.0,['Crime']
Boiling Point,6.6,38.0,"['Crime', 'Action', 'Comedy']"
Almost an Angel,5.6,23.0,"['Fantasy', 'Comedy', 'Science Fiction']"
Cry-Baby,6.4,289.0,"['Comedy', 'Music']"
Bullet in the Head,7.7,52.0,"['Thriller', 'Crime', 'Drama']"
Frankenhooker,5.7,65.0,"['Comedy', 'Horror', 'Science Fiction']"
Ghost Dad,4.5,51.0,"['Comedy', 'Family', 'Fantasy']"
Hard to Kill,5.6,141.0,"['Action', 'Thriller']"
Havana,5.5,20.0,"['Drama', 'Romance']"
Shipwrecked,6.1,14.0,"['Adventure', 'Family']"
I Hired a Contract Killer,7.0,31.0,"['Comedy', 'Drama']"
Ju Dou,7.2,25.0,"['Drama', 'Romance']"
The Krays,5.6,34.0,"['Drama', 'Crime', 'History']"
Lionheart,5.9,179.0,"['Action', 'Thriller']"
Narrow Margin,5.6,30.0,"['Action', 'Thriller', 'Crime', 'Mystery']"
Close-Up,8.0,53.0,"['Crime', 'Documentary', 'Drama']"
Nuns on the Run,5.5,41.0,['Comedy']
Patlabor: The Movie,6.6,27.0,"['Action', 'Animation', 'Science Fiction']"
The Reflecting Skin,6.7,41.0,"['Drama', 'Horror', 'Thriller']"
Riff-Raff,6.4,22.0,"['Comedy', 'Drama']"
State of Grace,6.5,73.0,"['Drama', 'Action', 'Thriller', 'Crime']"
Auntie Danielle,6.5,38.0,"['Comedy', 'Drama']"
"Welcome Home, Roxy Carmichael",6.2,27.0,"['Drama', 'Comedy']"
Days of Being Wild,7.3,85.0,"['Crime', 'Drama', 'Romance']"
Across the Tracks,5.5,17.0,['Drama']
Begotten,5.0,64.0,"['Fantasy', 'Horror']"
Cadence,6.4,21.0,['Drama']
Closet Land,6.6,11.0,['Drama']
Dollman,5.5,16.0,"['Action', 'Comedy', 'Crime', 'Science Fiction']"
Dutch,6.4,66.0,['Comedy']
Guilty by Suspicion,5.9,29.0,"['Drama', 'Thriller']"
Hearts of Darkness: A Filmmaker's Apocalypse,8.0,61.0,['Documentary']
Homicide,5.9,32.0,"['Drama', 'Crime']"
Johnny Stecchino,7.4,190.0,['Comedy']
A Kiss Before Dying,5.6,17.0,"['Mystery', 'Thriller', 'Crime']"
Riki-Oh: The Story of Ricky,6.8,67.0,"['Comedy', 'Action', 'Thriller']"
Light Sleeper,5.7,15.0,"['Drama', 'Crime']"
Mannequin Two: On the Move,4.6,28.0,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']"
Only Yesterday,7.0,152.0,"['Animation', 'Drama', 'Romance']"
Once Around,5.8,15.0,"['Comedy', 'Drama', 'Romance']"
Other People's Money,6.1,34.0,"['Comedy', 'Drama']"
Out for Justice,5.9,113.0,"['Action', 'Thriller', 'Crime']"
Prospero's Books,6.5,27.0,"['Drama', 'Fantasy']"
Quigley Down Under,6.5,120.0,"['Romance', 'Action', 'Adventure', 'Western', 'Drama']"
Stone Cold,5.6,35.0,"['Action', 'Crime', 'Thriller']"
All the Mornings of the World,6.3,29.0,"['Drama', 'Romance', 'History']"
Wild Hearts Can't Be Broken,7.4,25.0,"['Drama', 'Family']"
Prime Suspect 2,7.2,14.0,"['Drama', 'Crime', 'TV Movie']"
Aileen Wuornos: The Selling of a Serial Killer,7.1,17.0,"['Documentary', 'Foreign']"
Captain America,4.5,87.0,"['Action', 'Science Fiction', 'War']"
City Hunter,6.3,68.0,"['Action', 'Adventure', 'Comedy', 'Romance']"
Diggstown,6.5,31.0,"['Action', 'Comedy', 'Drama']"
Innocent Blood,6.2,57.0,"['Comedy', 'Horror', 'Thriller', 'Crime']"
Johnny Suede,4.8,14.0,"['Comedy', 'Romance']"
Porco Rosso,7.6,563.0,"['Comedy', 'Animation', 'Adventure']"
The Stolen Children,7.1,17.0,['Drama']
LadyBugs,5.3,35.0,"['Comedy', 'Family']"
The Mambo Kings,5.9,32.0,"['Drama', 'Music']"
Night and the City,5.2,16.0,"['Thriller', 'Comedy', 'Crime', 'Drama']"
The Story of Qiu Ju,7.2,27.0,"['Comedy', 'Drama']"
Shining Through,6.2,34.0,"['Drama', 'Romance', 'Thriller']"
Sidekicks,4.9,41.0,"['Action', 'Adventure', 'Drama', 'Family']"
Tito and Me,7.5,11.0,['Comedy']
A Heart in Winter,7.5,32.0,"['Drama', 'Romance']"
Visions of Light,7.0,12.0,['Documentary']
New Dragon Gate Inn,7.4,23.0,['Action']
Life and Nothing More...,6.9,17.0,"['Adventure', 'Drama']"
House of Angels,5.3,15.0,['Comedy']
American Ninja 5,4.1,24.0,"['Action', 'Thriller']"
The Baby of Mâcon,7.3,21.0,"['Drama', 'History']"
Bad Boy Bubby,7.1,72.0,"['Crime', 'Drama']"
The Bride with White Hair,6.2,25.0,"['Adventure', 'Fantasy', 'Drama', 'Action', 'Science Fiction']"
Barbarians at the Gate,6.8,12.0,"['Comedy', 'Drama']"
Cyborg 2,3.9,34.0,"['Action', 'Adventure', 'Science Fiction']"
The Legend II,6.4,25.0,"['Adventure', 'Action', 'Comedy', 'Foreign']"
Fortress,5.7,171.0,"['Action', 'Thriller', 'Science Fiction']"
Mr. Nanny,4.8,44.0,"['Family', 'Comedy', 'Action']"
Philadelphia Experiment II,5.0,15.0,['Science Fiction']
The Snapper,6.3,21.0,"['Comedy', 'Drama']"
Sonatine,7.3,91.0,"['Action', 'Crime', 'Thriller']"
Splitting Heirs,4.6,22.0,['Comedy']
Tai-Chi Master,7.0,61.0,"['Action', 'Comedy', 'Drama', 'Thriller']"
The Stand,6.7,155.0,"['Adventure', 'Drama', 'Fantasy', 'Horror']"
71 Fragments of a Chronology of Chance,7.0,31.0,['Drama']
Naked Killer,5.7,11.0,"['Action', 'Crime', 'Romance']"
Darkman II: The Return of Durant,4.5,44.0,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
Embrace of the Vampire,5.0,34.0,"['Horror', 'Thriller']"
Felidae,6.3,31.0,"['Animation', 'Mystery', 'Thriller']"
Freaked,6.0,28.0,['Comedy']
Fist of Legend,7.4,118.0,['Action']
Macross Plus: Movie Edition,7.2,26.0,"['Action', 'Adventure', 'Animation', 'Science Fiction']"
Major League II,5.2,83.0,['Comedy']
My Father the Hero,5.1,38.0,"['Comedy', 'Family', 'Romance']"
"Take Care of Your Scarf, Tatiana",7.2,12.0,"['Comedy', 'Romance']"
Pumpkinhead II: Blood Wings,4.6,34.0,['Horror']
A Pure Formality,7.7,59.0,"['Crime', 'Thriller']"
The Defender,6.5,32.0,"['Drama', 'Action', 'Thriller']"
The Langoliers,6.0,158.0,"['Drama', 'Horror', 'Science Fiction', 'Mystery', 'Thriller']"
Blood & Donuts,5.0,14.0,"['Horror', 'Action', 'Comedy']"
Last of the Dogmen,7.2,34.0,"['Adventure', 'Mystery', 'Thriller', 'Western']"
Whisper of the Heart,7.7,349.0,"['Animation', 'Drama', 'Family']"
The Passion of Darkly Noon,6.1,16.0,"['Mystery', 'Drama', 'Thriller']"
High Risk,5.6,16.0,"['Action', 'Comedy']"
Street Fighter II: The Animated Movie,6.7,34.0,"['Animation', 'Action']"
Trinity And Beyond: The Atomic Bomb Movie,6.9,14.0,['Documentary']
Tromeo & Juliet,6.0,39.0,"['Comedy', 'Drama', 'Romance', 'Thriller']"
Cannibal! The Musical,6.8,43.0,"['Comedy', 'History', 'Horror']"
A Summer's Tale,7.0,23.0,"['Comedy', 'Drama', 'Romance']"
The God of Cookery,7.0,34.0,['Comedy']
Jack Frost,5.3,48.0,"['Fantasy', 'Horror', 'Comedy']"
The Hunters,6.5,32.0,"['Thriller', 'Crime', 'Mystery']"
Drifting Clouds,7.1,33.0,['Drama']
The Late Shift,5.8,17.0,"['Comedy', 'Drama']"
"Pretty Village, Pretty Flame",8.0,28.0,"['Drama', 'War']"
No Way Back,5.0,12.0,"['Action', 'Crime', 'Thriller']"
Pusher,6.8,162.0,"['Action', 'Crime', 'Drama', 'Thriller']"
Robinson Crusoe,5.7,52.0,"['Action', 'Adventure', 'Drama']"
Sgt. Kabukiman N.Y.P.D.,6.1,16.0,"['Action', 'Comedy', 'Fantasy']"
Emma,6.7,34.0,"['TV Movie', 'Comedy', 'Drama', 'Romance']"
The Boxer,6.7,44.0,"['Drama', 'Romance']"
The Brave,5.7,49.0,['Drama']
Face,6.0,13.0,"['Crime', 'Drama', 'Thriller']"
Snow White: A Tale of Terror,6.0,62.0,"['Fantasy', 'Horror']"
Gummo,6.5,133.0,['Drama']
Hamilton,6.0,16.0,"['Action', 'Thriller']"
Mean Guns,5.8,27.0,"['Action', 'Adventure', 'Crime', 'Thriller']"
Nirvana,6.6,57.0,"['Thriller', 'Fantasy', 'Science Fiction']"
Dance with the Devil,6.2,39.0,"['Action', 'Thriller']"
Quicksilver Highway,4.5,14.0,"['Horror', 'Thriller']"
The Lion King 2: Simba's Pride,6.7,1034.0,"['Animation', 'Family', 'Adventure']"
From the Earth to the Moon,8.4,26.0,"['Documentary', 'Drama']"
Beowulf,4.4,52.0,"['Action', 'Science Fiction', 'Thriller', 'Adventure', 'Horror', 'Fantasy']"
From Dusk Till Dawn 3: The Hangman's Daughter,4.6,79.0,"['Western', 'Horror', 'Thriller']"
The Interview,6.8,32.0,['Drama']
RKO 281,6.3,14.0,"['History', 'Drama']"
From Dusk Till Dawn 2: Texas Blood Money,4.4,114.0,"['Crime', 'Action', 'Horror', 'Thriller']"
"Torrente, the Dumb Arm of the Law",6.2,52.0,"['Comedy', 'Crime']"
Koko Flanel,5.7,11.0,"['Comedy', 'Romance']"
Dead Man's Curve,5.1,20.0,"['Drama', 'Horror', 'Mystery', 'Thriller']"
Gia,6.7,156.0,"['Drama', 'Romance']"
Thursday,7.0,84.0,"['Drama', 'Action', 'Crime', 'Thriller']"
Sophie's World,5.5,11.0,"['Fantasy', 'Drama', 'Family']"
Wavelength,6.1,15.0,['Documentary']
Who Am I?,6.6,178.0,"['Adventure', 'Action', 'Comedy', 'Thriller']"
Merlin,6.0,47.0,"['Adventure', 'Drama', 'Fantasy']"
Rogue Trader,6.0,38.0,['Drama']
Breast Men,5.0,21.0,"['TV Movie', 'Drama', 'Comedy']"
A Murder of Crows,6.0,40.0,"['Action', 'Crime', 'Thriller']"
"Bang, Boom, Bang",7.5,52.0,"['Crime', 'Action', 'Comedy']"
Batman & Mr. Freeze: SubZero,6.9,79.0,"['Animation', 'Action', 'Crime']"
The Pentagon Wars,6.8,12.0,"['Comedy', 'Drama', 'War']"
Two Hands,6.4,48.0,"['Comedy', 'Crime', 'Thriller']"
Brave New World,6.5,13.0,"['Science Fiction', 'TV Movie']"
Addams Family Reunion,3.9,46.0,"['Comedy', 'Family', 'Fantasy', 'Thriller', 'TV Movie']"
Thick as Thieves,5.3,12.0,"['Drama', 'Action', 'Comedy', 'Crime']"
Jigoku,5.8,20.0,"['Horror', 'Drama']"
Flowers of Shanghai,7.5,16.0,['Drama']
The Hole,7.2,16.0,"['Drama', 'Fantasy', 'Romance']"
Of Freaks and Men,5.9,14.0,"['Comedy', 'Drama']"
Lady Snowblood,7.8,79.0,"['Action', 'Drama', 'Thriller']"
The Tough Ones,6.8,17.0,"['Drama', 'Action']"
Takedown,6.3,56.0,"['Action', 'Thriller']"
Bleeder,7.1,34.0,"['Drama', 'Horror', 'Thriller']"
Dil Se..,6.7,29.0,"['Drama', 'Romance']"
Vidocq,5.8,133.0,"['Fantasy', 'Action', 'Thriller', 'Crime', 'Science Fiction', 'Mystery']"
Le Samouraï,7.9,187.0,"['Crime', 'Drama', 'Thriller']"
Candyman: Day of the Dead,3.6,37.0,"['Fantasy', 'Horror']"
The 4th Floor,5.7,24.0,"['Horror', 'Mystery', 'Thriller']"
The Batman Superman Movie: World's Finest,7.1,53.0,"['Action', 'Animation']"
The End of Evangelion,8.1,124.0,"['Animation', 'Drama', 'Science Fiction']"
He Died with a Felafel in His Hand,6.9,17.0,['Comedy']
Kuch Kuch Hota Hai,7.5,93.0,"['Drama', 'Romance']"
Venus Beauty Institute,5.4,19.0,"['Comedy', 'Drama', 'Romance']"
Cherry Falls,4.7,64.0,"['Mystery', 'Horror', 'Thriller']"
Freeway II: Confessions of a Trickbaby,6.0,13.0,"['Comedy', 'Crime', 'Drama']"
Joseph and the Amazing Technicolor Dreamcoat,6.1,13.0,['Music']
Style Wars,8.1,14.0,"['Music', 'Documentary', 'TV Movie']"
In July,7.5,54.0,"['Adventure', 'Comedy', 'Romance']"
Joan of Arc,6.7,22.0,"['Drama', 'History']"
Kirikou and the Sorceress,7.2,229.0,"['Fantasy', 'Adventure', 'Animation', 'Family']"
After the Rain,7.3,19.0,['Drama']
The Prophecy 3: The Ascent,5.5,38.0,"['Fantasy', 'Horror', 'Thriller']"
Taxi 2,6.1,430.0,"['Action', 'Comedy', 'Crime']"
Peculiarities of the National Fishing,6.8,17.0,['Comedy']
Cut,4.5,13.0,"['Comedy', 'Foreign', 'Horror', 'Thriller']"
Essex Boys,5.7,30.0,"['Crime', 'Thriller']"
Picking Up the Pieces,4.1,21.0,"['Comedy', 'Thriller', 'Mystery']"
Cruel Intentions 2,4.4,99.0,"['Drama', 'Romance', 'Thriller']"
Humanité,6.7,19.0,['Drama']
Guest House Paradiso,6.3,41.0,['Comedy']
If These Walls Could Talk 2,6.3,26.0,"['Romance', 'Drama']"
The Trumpet Of The Swan,5.1,13.0,"['Animation', 'Family']"
The 10th Kingdom,7.5,51.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Romance']"
An Extremely Goofy Movie,6.0,123.0,"['Animation', 'Family', 'Comedy']"
The Wind Will Carry Us,6.9,26.0,['Drama']
Water Drops on Burning Rocks,6.8,22.0,"['Drama', 'Romance']"
The Tracker,6.6,15.0,"['Western', 'Drama', 'Foreign', 'History']"
2046,6.9,208.0,"['Fantasy', 'Drama', 'Science Fiction', 'Romance']"
Bruiser,5.4,37.0,"['Mystery', 'Horror']"
Running Out of Time,7.5,31.0,"['Drama', 'Action', 'Thriller', 'Crime']"
Chasing Sleep,6.4,16.0,"['Horror', 'Mystery', 'Thriller']"
The Nameless,4.9,34.0,"['Horror', 'Thriller']"
Female Prisoner #701: Scorpion,7.3,24.0,['Crime']
Female Prisoner Scorpion: Jailhouse 41,7.5,17.0,"['Action', 'Crime', 'Drama', 'Thriller']"
Restless,5.2,16.0,['Romance']
Batman Beyond: Return of the Joker,7.5,152.0,"['Animation', 'Family']"
Suzhou River,6.3,15.0,"['Drama', 'Foreign', 'Romance']"
6ixtynin9,7.0,18.0,"['Comedy', 'Crime', 'Thriller']"
Audition,6.8,372.0,"['Mystery', 'Drama', 'Horror', 'Thriller']"
Devdas,7.4,78.0,"['Drama', 'Romance']"
Mimic 2,4.8,54.0,"['Horror', 'Science Fiction', 'Thriller']"
Monday,7.5,22.0,"['Comedy', 'Crime', 'Action', 'Thriller']"
Paradise Lost 2: Revelations,7.2,26.0,['Documentary']
Dark Prince: The True Story of Dracula,6.2,16.0,['Horror']
The Hole,6.4,227.0,"['Crime', 'Drama', 'Horror', 'Thriller']"
The Sleeping Dictionary,6.3,38.0,"['Drama', 'Romance']"
When Strangers Appear,5.5,12.0,"['Action', 'Drama', 'Mystery', 'Thriller']"
Revolutionary Girl Utena: The Movie,7.3,12.0,"['Animation', 'Fantasy', 'Action']"
Good Advice,5.7,24.0,"['Comedy', 'Romance']"
The Mists of Avalon,6.4,44.0,"['Drama', 'Fantasy']"
Spiral,6.0,49.0,"['Mystery', 'Fantasy', 'Horror']"
Old Men in New Cars: In China They Eat Dogs II,6.9,37.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
Kabhi Khushi Kabhie Gham,7.6,103.0,"['Comedy', 'Drama']"
Werckmeister Harmonies,7.4,61.0,['Drama']
Asterix & Obelix: Mission Cleopatra,7.2,782.0,"['Family', 'Fantasy', 'Comedy', 'Adventure']"
Is It Fall Yet?,7.5,23.0,"['Animation', 'Comedy']"
Late Night Shopping,6.3,11.0,"['Comedy', 'Romance']"
Uprising,6.3,18.0,"['TV Movie', 'Drama', 'History', 'War']"
61*,6.3,34.0,"['Drama', 'History']"
The Tunnel,6.9,33.0,"['Drama', 'Thriller']"
Long Time Dead,4.5,30.0,"['Horror', 'Thriller']"
The Laramie Project,6.0,13.0,"['Crime', 'Drama']"
Run Ronnie Run,5.7,24.0,['Comedy']
Joint Security Area,7.7,115.0,"['War', 'Drama', 'Thriller']"
Dagon,6.4,79.0,"['Fantasy', 'Horror', 'Thriller']"
Ripley's Game,6.6,70.0,"['Crime', 'Thriller']"
Conspiracy,6.9,77.0,"['Drama', 'History']"
The Best Man's Wedding,5.9,32.0,"['Comedy', 'Drama']"
A Dog's Will,8.2,120.0,"['Adventure', 'Comedy', 'Drama']"
The Accidental Spy,5.9,120.0,"['Action', 'Comedy', 'Thriller']"
The Adversary,7.2,24.0,"['Mystery', 'Drama', 'Crime']"
Darkness,5.6,114.0,['Horror']
Blood: The Last Vampire,6.6,76.0,"['Fantasy', 'Animation', 'Horror', 'Comedy', 'Thriller', 'Science Fiction']"
Avenging Angelo,5.0,46.0,"['Action', 'Comedy', 'Crime']"
Blueberry,5.0,51.0,['Western']
Electric Dragon 80.000 V,6.1,15.0,"['Fantasy', 'Drama', 'Science Fiction', 'Thriller']"
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",6.2,23.0,"['Adventure', 'Action', 'Drama', 'Fantasy']"
My Little Eye,5.8,58.0,"['Horror', 'Thriller']"
Stranded,5.8,14.0,"['Thriller', 'Drama', 'Science Fiction']"
Millennium Mambo,7.2,32.0,['Drama']
American Psycho 2: All American Girl,4.6,81.0,"['Horror', 'Thriller']"
Double Vision,6.2,20.0,"['Horror', 'Action', 'Thriller', 'Mystery', 'Foreign']"
Ali G Indahouse,6.0,332.0,['Comedy']
Dead or Alive 2: Birds,6.8,23.0,"['Crime', 'Drama', 'Thriller']"
Cube²: Hypercube,5.4,383.0,"['Thriller', 'Science Fiction', 'Mystery']"
Stark Raving Mad,6.2,21.0,"['Action', 'Comedy', 'Crime']"
Pulse,6.1,89.0,"['Horror', 'Thriller']"
The Lost Battalion,6.0,18.0,"['History', 'Drama', 'War']"
Hukkle,6.6,16.0,"['Crime', 'Drama', 'Foreign', 'Mystery']"
Carolina,5.5,21.0,"['Comedy', 'Romance']"
Dog Days,6.7,20.0,['Drama']
Balzac and the Little Chinese Seamstress,6.9,20.0,"['Drama', 'Foreign']"
Dil Chahta Hai,7.1,71.0,"['Drama', 'Romance']"
My Sassy Girl,7.3,158.0,"['Drama', 'Comedy', 'Romance']"
The Gathering,5.1,39.0,"['Horror', 'Thriller']"
The Warrior,6.3,15.0,"['Adventure', 'Animation', 'Drama', 'Action', 'Foreign']"
My Wife Is a Gangster,6.1,15.0,"['Action', 'Comedy']"
Nothing,5.8,38.0,"['Comedy', 'Fantasy', 'Science Fiction']"
Undertaking Betty,6.2,30.0,"['Comedy', 'Romance']"
Waterboys,6.0,16.0,['Comedy']
Absolon,4.3,24.0,['Action']
Dead or Alive: Final,5.3,18.0,"['Action', 'Comedy', 'Family', 'Foreign', 'Science Fiction']"
Hell House,6.8,13.0,['Documentary']
Fubar,5.9,16.0,"['Comedy', 'Music']"
The Happiness of the Katakuris,7.3,47.0,"['Horror', 'Comedy', 'Drama']"
The Rage in Placid Lake,6.7,11.0,"['Family', 'Comedy']"
Dead End,6.6,121.0,"['Mystery', 'Horror', 'Thriller']"
Pure,6.6,17.0,['Drama']
Sympathy for Mr. Vengeance,7.3,302.0,"['Action', 'Drama', 'Thriller']"
Jesus Christ Vampire Hunter,3.9,15.0,"['Action', 'Comedy', 'Horror']"
The Foreigner,3.7,41.0,"['Action', 'Thriller']"
The Man of the Year,5.8,15.0,"['Drama', 'Crime']"
Suicide Club,6.4,107.0,"['Drama', 'Horror', 'Thriller']"
The Third Wave,6.2,12.0,"['Action', 'Thriller']"
Immortal,5.8,131.0,"['Drama', 'Action', 'Science Fiction']"
Tiptoes,4.7,21.0,"['Comedy', 'Drama', 'Romance']"
A Sound of Thunder,4.8,111.0,"['Thriller', 'Science Fiction', 'Adventure', 'Action']"
The Lion King 1½,6.3,694.0,"['Animation', 'Comedy', 'Family']"
Fear and Trembling,6.4,21.0,"['Drama', 'Comedy', 'Foreign']"
Live from Baghdad,6.7,16.0,"['Drama', 'Thriller']"
Oasis,7.8,44.0,"['Drama', 'Romance']"
Herr Lehmann,6.9,31.0,"['Comedy', 'Drama']"
Twin Sisters,6.8,25.0,"['Romance', 'Drama', 'History']"
My House in Umbria,5.6,11.0,"['Drama', 'Mystery']"
Upswing,6.7,12.0,['Comedy']
Out for a Kill,4.2,38.0,"['Action', 'Thriller']"
Bad Boys,5.8,16.0,"['Action', 'Drama', 'Comedy']"
"Remember Me, My Love",5.8,47.0,"['Drama', 'Comedy', 'Romance']"
Soldier's Girl,6.9,27.0,"['Drama', 'Romance', 'Crime']"
Tipping the Velvet,7.3,12.0,"['Drama', 'Romance']"
Bright Young Things,6.1,22.0,['Comedy']
Alien Hunter,4.7,39.0,['Science Fiction']
Love Object,5.8,31.0,"['Comedy', 'Drama', 'Horror', 'Romance', 'Thriller']"
The Animatrix,6.9,433.0,"['Animation', 'Science Fiction']"
The Brown Bunny,5.5,63.0,['Drama']
Ju-on: The Curse,7.0,57.0,['Horror']
Ju-on: The Curse 2,5.9,36.0,['Horror']
11:14,6.8,211.0,"['Crime', 'Drama', 'Thriller']"
Alive,6.2,11.0,"['Action', 'Drama', 'Science Fiction', 'Thriller', 'Horror']"
Tremors 4: The Legend Begins,5.4,108.0,"['Action', 'Comedy', 'Horror', 'Western']"
Bring It On Again,5.3,93.0,['Comedy']
Crimson Rivers II: Angels of the Apocalypse,6.0,166.0,"['Action', 'Thriller', 'Crime']"
Nicotina,6.2,16.0,"['Drama', 'Action', 'Comedy', 'Thriller']"
Iron Jawed Angels,6.7,21.0,['Drama']
Evil,6.9,96.0,['Drama']
Sniper 2,5.4,30.0,['Action']
Battle Royale II: Requiem,4.9,115.0,"['Action', 'Thriller']"
In Hell,5.6,79.0,"['Action', 'Drama', 'Thriller']"
Lemony Snicket's A Series of Unfortunate Events,6.7,1521.0,"['Adventure', 'Comedy', 'Family']"
Naked Weapon,5.8,50.0,"['Action', 'Drama', 'Thriller']"
Bukowski - Born into This,7.9,15.0,['Documentary']
The Green Butchers,7.4,64.0,['Comedy']
A Very Long Engagement,7.1,352.0,['Drama']
Last Life in the Universe,7.3,44.0,"['Drama', 'Action', 'Thriller']"
Head-On,7.3,111.0,"['Drama', 'Romance']"
Ghost in the Shell 2: Innocence,7.3,230.0,"['Animation', 'Drama', 'Science Fiction']"
Kal Ho Naa Ho,7.3,110.0,"['Comedy', 'Drama']"
The Cat Returns,7.2,364.0,"['Adventure', 'Fantasy', 'Animation', 'Drama', 'Family']"
Unstoppable,4.9,28.0,"['Action', 'Drama', 'Thriller']"
Take My Eyes,6.9,46.0,['Drama']
The Cathedral,7.4,16.0,"['Science Fiction', 'Animation']"
Blind Shaft,7.6,12.0,"['Drama', 'Thriller']"
The Twilight Samurai,7.5,95.0,"['Action', 'Drama', 'Romance']"
The Twins Effect,5.5,35.0,"['Action', 'Comedy', 'Horror']"
Facing Windows,7.0,54.0,"['Drama', 'Romance']"
Ginger Snaps 2: Unleashed,6.2,72.0,"['Drama', 'Horror']"
Salem's Lot,5.5,54.0,"['Horror', 'Drama', 'Mystery', 'Thriller']"
Dark Woods,5.9,28.0,"['Adventure', 'Horror', 'Mystery', 'Thriller']"
Foolproof,6.3,49.0,['Action']
Belly of the Beast,4.8,38.0,"['Action', 'Thriller']"
"Easy Riders, Raging Bulls",7.3,14.0,['Documentary']
When the Last Sword Is Drawn,7.5,30.0,"['Action', 'Drama', 'History']"
2LDK,7.1,18.0,"['Comedy', 'Drama', 'Horror', 'Thriller']"
Trauma,5.2,17.0,"['Drama', 'Mystery', 'Thriller', 'Horror']"
Intimate Strangers,5.8,17.0,"['Drama', 'Romance']"
Down to the Bone,6.5,11.0,"['Drama', 'Romance']"
Ju-on: The Grudge,6.7,199.0,['Horror']
Oldboy,8.0,2000.0,"['Drama', 'Thriller', 'Mystery', 'Action']"
